Recording	Participant	Timeline	TOI	Interval	Media	AOI	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Average_eye_openness	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Average_whole-fixation_eye_openness	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 1	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 1	229757	0	Escape	283	283	283	283	1	181118	283	Rectangle 2		4.61254	8.53849	283	283	283	283	1	181118	283	4.61254	8.53849	283	283	283	283	1	181118	283	317	317	317	317	1	181085	317	0			0			0	181085	181401	99.72	294.45
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 1	229757	0	Escape	167	167	167	167	1	219235	167	Rectangle 2		4.85441	8.23182	167	167	167	167	1	219235	167	4.85441	8.23182	167	167	167	167	1	219235	167	183	183	183	183	1	219218	183	0			0			0		219402		264.76
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	117	117	117	117	1	215151	117	Rectangle 2		4.13323	8.96084	117	117	117	117	1	215151	117	4.13323	8.96084	117	117	117	117	1	215151	117	133	133	133	133	1	215135	133	0			0			0	215135		64.79	
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	1683	561	300	817	3	150018	300	Rectangle 2		4.04867	9.00642	1683	561	300	817	3	150018	300	4.04867	9.00642	1700	850	300	1400	2	150018	300	1767	883	333	1433	2	149984	333	0			0			1	149984	150318	184.08	169.5
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 2	229757	0	Escape	317	317	317	317	1	221385	317	Rectangle 2		4.93068	8.47465	317	317	317	317	1	221385	317	4.93068	8.47465	317	317	317	317	1	221385	317	350	350	350	350	1	221352	350	0			0			0	221352	221702	74.48	229.33
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	1683	561	500	617	3	211851	500	Rectangle 2		4.10964	8.96866	1683	561	500	617	3	211851	500	4.10964	8.96866	1700	850	617	1083	2	211851	1083	1800	900	667	1133	2	211801	1133	0			0			1	211801	212935	206.83	204.66
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	233	233	233	233	1	150534	233	Rectangle 2		4.1111	8.98019	233	233	233	233	1	150534	233	4.1111	8.98019	233	233	233	233	1	150534	233	267	267	267	267	1	150501	267	0			0			0	150501	150768	64.48	102.72
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	167	167	167	167	1	134967	167	Rectangle 2		3.88514	8.97835	167	167	167	167	1	134967	167	3.88514	8.97835	167	167	167	167	1	134967	167	200	200	200	200	1	134934	200	0			0			0	134934	135134	55.9	297.36
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	2383	238	67	483	10	178868	167	Rectangle 2		4.68745	8.40178	2383	238	67	483	10	178868	167	4.68745	8.40178	3000	600	283	1100	5	178868	433	3200	640	333	1150	5	178834	467	0			0			3	178834	179301	143.22	171.22
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 3	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	200	200	200	200	1	153984	200	Rectangle 2		3.88572	8.95339	200	200	200	200	1	153984	200	3.88572	8.95339	200	200	200	200	1	153984	200	217	217	217	217	1	153968	217	0			0			0	153968	154184	78.15	160.27
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	450	225	167	283	2	157668	167	Rectangle 2		4.14759	8.68987	450	225	167	283	2	157668	167	4.14759	8.68987	450	225	167	283	2	157668	167	517	258	217	300	2	157618	217	0			0			0	157618	157834	490.53	82.52
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	133	133	133	133	1	183668	133	Rectangle 2		4.89499	8.39728	133	133	133	133	1	183668	133	4.89499	8.39728	133	133	133	133	1	183668	133	167	167	167	167	1	183635	167	0			0			0	183635	183801	113.93	310.58
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 4	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	667	333	267	400	2	215701	400	Rectangle 2		3.76757	9.26554	667	333	267	400	2	215701	400	3.76757	9.26554	683	683	683	683	1	215701	683	717	717	717	717	1	215668	717	0			0			1	215668	216385	199.34	149.69
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	200	200	200	200	1	149501	200	Rectangle 2		4.0447	8.86345	200	200	200	200	1	149501	200	4.0447	8.86345	200	200	200	200	1	149501	200	233	233	233	233	1	149468	233	0			0			0	149468	149701	75.18	157.29
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	200	200	200	200	1	137784	200	Rectangle 2		4.28695	8.85229	200	200	200	200	1	137784	200	4.28695	8.85229	200	200	200	200	1	137784	200	250	250	250	250	1	137734	250	0			0			0	137734	137984	190.07	145.67
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	367	183	150	217	2	179518	217	Rectangle 2		4.38595	8.49529	367	183	150	217	2	179518	217	4.38595	8.49529	367	183	150	217	2	179518	217	417	208	183	233	2	179501	233	0			0			0	179501	179734	80.39	272.5
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 5	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	150	150	150	150	1	154834	150	Rectangle 2		4.27611	8.88497	150	150	150	150	1	154834	150	4.27611	8.88497	150	150	150	150	1	154834	150	167	167	167	167	1	154818	167	0			0			0	154818	154984	96.68	86.11
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	2667	381	100	733	7	157851	233	Rectangle 2		4.17383	8.61989	2667	381	100	733	7	157851	233	4.17383	8.61989	2683	447	233	733	6	157851	233	2917	486	250	800	6	157834	250	0			0			1	157834	158084	82.52	208.09
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	300	300	300	300	1	182051	300	Rectangle 2		4.62074	8.506	300	300	300	300	1	182051	300	4.62074	8.506	300	300	300	300	1	182051	300	333	333	333	333	1	182018	333	0			0			0	182018	182351	117.55	113.61
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 6	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 7	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 7	229757	0	Escape	176	176	176	176	1	143984	176	Rectangle 2		4.57371	9.00514	0				0					176	176	176	176	1	143984	176	193	193	193	193	1	143968	193	0			0			0	143968		31.3	
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 7	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 7	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 8	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 8	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 8	229757	0	Escape	0				0			Rectangle 2				0				0					0				0			0				0			0			0			0				
Recording4	P002	Timeline1	Entire Recording	1	EndTq,findDice,findYummy,frog,frogInBathroom,headphoneInBathroom,PracticeIns,spotNeedleInst,StartInst,Text (1),whoCheats,whoThief	Rectangle 9	229757	0	Escape	333	167	150	183	2	178518	150	Rectangle 2		4.51805	8.31614	333	167	150	183	2	178518	150	4.51805	8.31614	333	167	150	183	2	178518	150	400	200	200	200	2	178468	200	0			0			0	178468	178668	255.86	109.93
